program-name,current-version,experimental-version,status
metsymb-1.2.0,tex,tex,SAME
xevlna-1.1,tex,tex,SAME
skeyval-1.3,tex,tex,SAME
pxfonts-15878,tex,tex,SAME
babel-interlingua-1.6,tex,tex,SAME
acro-3.8,tex,tex,SAME
manuscript-1.7,tex,tex,SAME
tocloft-2.3j,tex,tex,SAME
forest-2.1.5,tex,tex,SAME
causets-1.5,tex,tex,SAME
turkmen-0.2,tex,tex,SAME
mathabx-15878,tex,tex,SAME
mpattern-15878,tex,tex,SAME
dad-1.2,tex,tex,SAME
euro-ce-3.0b,tex,tex,SAME
minim-mp-2025-1.7,tex,tex,SAME
graph35-0.1.4,tex,tex,SAME
fwlw-29803,tex,tex,SAME
tsemlines-1.0,tex,tex,SAME
ctanupload-1.2c,tex,tex,SAME
beamertheme-trigon-0.7.0,tex,tex,SAME
psfragx-1.1,tex,tex,SAME
is-bst-2.03,tex,tex,SAME
clrscode3e-51137,tex,tex,SAME
dccpaper-2.5,tex,tex,SAME
filedate-29529,tex,tex,SAME
animate-72548,tex,tex,SAME
basque-date-1.05,tex,tex,SAME
figflow-21462,tex,tex,SAME
modernposter-1.03.1,tex,tex,SAME
tucv-1.0,tex,tex,SAME
uni-titlepage-1.2,tex,tex,SAME
cite-5.5,tex,tex,SAME
baekmuk-2.2.1,tex,tex,SAME
rsfs-15878,tex,tex,SAME
hausarbeit-jura-2.1.0,tex,tex,SAME
assignment-20431,tex,tex,SAME
tempora-1.05,tex,tex,SAME
he-she-1.3,tex,tex,SAME
undar-digitacion-0.0,tex,tex,SAME
regcount-1.0,tex,tex,SAME
alterqcm-4.42c,tex,tex,SAME
esrelation-37236,tex,tex,SAME
indextra-0.21.2,tex,tex,SAME
pkuthss-1.9.4,tex,tex,SAME
collref-2.0c,tex,tex,SAME
xcolor-solarized-0.4,tex,tex,SAME
xetex-devanagari-0.5,tex,tex,SAME
axodraw2-2.1.1c,tex,tex,SAME
projlib-72789,tex,tex,SAME
arabi-add-1.0,tex,tex,SAME
fancyref-0.9c,tex,tex,SAME
uol-physics-report-1.1,tex,tex,SAME
crossreference-15878,tex,tex,SAME
pdflatexpicscale-0.50,tex,tex,SAME
txfontsb-1.1.1,tex,tex,SAME
exam-n-1.4.0,tex,tex,SAME
milog-1.0,tex,tex,SAME
context-visualcounter-47085,tex,tex,SAME
betababel-0.5,tex,tex,SAME
tikzducks-2.0,tex,tex,SAME
asternote-1.1,tex,tex,SAME
roundrect-2.2,tex,tex,SAME
bxghost-0.5.1,tex,tex,SAME
udes-genie-these-3.1.0,tex,tex,SAME
bookhands-46480,tex,tex,SAME
updatemarks-0.2f,tex,tex,SAME
bodeplot-1.2,tex,tex,SAME
setdeck-0.1,tex,tex,SAME
plex-otf-0.11,tex,tex,SAME
leipzig-2.3,tex,tex,SAME
verbasef-1.1,tex,tex,SAME
datatool-3.0.1,tex,tex,SAME
context-pocketdiary-73164,tex,tex,SAME
babel-norsk-2.0k,tex,tex,SAME
pdfxup-2.12,tex,tex,SAME
babel-slovak-3.1a,tex,tex,SAME
amsfonts-3.04,tex,tex,SAME
yathesis-1.0.12,tex,tex,SAME
interval-0.4,tex,tex,SAME
tabularcalc-0.2,tex,tex,SAME
mafr-1.0,tex,tex,SAME
beautybook-71693,tex,tex,SAME
enumext-1.1,tex,tex,SAME
fontsize-0.9,tex,tex,SAME
boldtensors-15878,tex,tex,SAME
numnameru-44895,tex,tex,SAME
xpunctuate-2.0,tex,tex,SAME
fileinfo-0.81a,tex,tex,SAME
floatrow-0.3b,tex,tex,SAME
braket-17127,tex,tex,SAME
membranecomputing-0.2.1,tex,tex,SAME
quiz2socrative-1.0,tex,tex,SAME
uowthesis-1.0a,tex,tex,SAME
gradstudentresume-38832,tex,tex,SAME
tuda-ci-4.02,tex,tex,SAME
twoup-1.3,tex,tex,SAME
drs-1.1b,tex,tex,SAME
rsfso-1.03,tex,tex,SAME
fnpct-1.1a,tex,tex,SAME
nodepthtext-0.1.0,tex,tex,SAME
mpgraphics-0.3,tex,tex,SAME
tkz-bernoulli-0.1.3,tex,tex,SAME
spelatex-0.95,tex,tex,SAME
gzt-1.1.4,tex,tex,SAME
ltxdockit-1.2d,tex,tex,SAME
scanpages-1.05a,tex,tex,SAME
cyber-2.2,tex,tex,SAME
fontsetup-2.3.0,tex,tex,SAME
datetime2-icelandic-1.2,tex,tex,SAME
shorttoc-1.3,tex,tex,SAME
ctan-o-mat-1.2,tex,tex,SAME
rmathbr-1.1.1,tex,tex,SAME
cinzel-64550,tex,tex,SAME
besjournals-45662,tex,tex,SAME
regexpatch-0.2f,tex,tex,SAME
bestpapers-1.0,tex,tex,SAME
tikz-nef-0.1,tex,tex,SAME
coffeestains-0.5.1,tex,tex,SAME
fbb-1.16,tex,tex,SAME
cjkpunct-4.8.4,tex,tex,SAME
thumbs-1.0q,tex,tex,SAME
latex-lab-2024-11-01_PL2,tex,tex,SAME
calctab-0.6.1,tex,tex,SAME
hexgame-1.0,tex,tex,SAME
pst-fit-0.03,tex,tex,SAME
suanpan-15878,tex,tex,SAME
ucs-2.4,tex,tex,SAME
smartdiagram-0.3b,tex,tex,SAME
hletter-4.2,tex,tex,SAME
documentation-0.1,tex,tex,SAME
tkzexample-1.45c,tex,tex,SAME
ifnextok-0.3,tex,tex,SAME
morewrites-69679,tex,tex,SAME
urcls-2.1,tex,tex,SAME
businesscard-qrcode-1.2,tex,tex,SAME
langsci-73027,tex,tex,SAME
emulateapj-74171,tex,tex,SAME
phaistos-1.0,tex,tex,SAME
newsletr-15878,tex,tex,SAME
unicodefonttable-1.0i,tex,tex,SAME
munich-15878,tex,tex,SAME
marginalia-0.80.2,tex,tex,SAME
dowith-r0.32,tex,tex,SAME
xetexko-4.4,tex,tex,SAME
mwe-0.5,tex,tex,SAME
export-1.8,tex,tex,SAME
ehhline-1.1,tex,tex,SAME
keystroke-1.6,tex,tex,SAME
tikz2d-fr-0.1.1,tex,tex,SAME
eulerpx-1.0,tex,tex,SAME
bxenclose-0.2,tex,tex,SAME
bussproofs-1.1,tex,tex,SAME
witharrows-2.9a,tex,tex,SAME
mmap-1.03,tex,tex,SAME
xechangebar-1.0,tex,tex,SAME
ocgx-0.5,tex,tex,SAME
schulmathematik-1.6,tex,tex,SAME
utopia-15878,tex,tex,SAME
numberedblock-1.10,tex,tex,SAME
apa-1.3.4,tex,tex,SAME
pas-cv-2.01,tex,tex,SAME
chletter-2.0,tex,tex,SAME
c-pascal-1.2,tex,tex,SAME
boxedminipage-1.1,tex,tex,SAME
fvextra-1.12.0,tex,tex,SAME
pspicture-15878,tex,tex,SAME
graphicscache-0.4,tex,tex,SAME
pst-tree-1.14,tex,tex,SAME
pdfcprot-1.7a,tex,tex,SAME
verbatimbox-3.2,tex,tex,SAME
magaz-0.4,tex,tex,SAME
invoice2-67327,tex,tex,SAME
romannum-1.0b,tex,tex,SAME
apxproof-1.2.4,tex,tex,SAME
cryptocode-0.44,tex,tex,SAME
punknova-1.003,tex,tex,SAME
chicago-annote-15878,tex,tex,SAME
pgfornament-han-72640,tex,tex,SAME
atkinson-71048,tex,tex,SAME
arrayjobx-1.04,tex,tex,SAME
matc3-1.0.1,tex,tex,SAME
xetex-tibetan-0.1,tex,tex,SAME
amiri-1.000,tex,tex,SAME
clojure-pamphlet-1.3,tex,tex,SAME
forms16be-1.3,tex,tex,SAME
inlinelabel-1.2.1,tex,tex,SAME
schwalbe-chess-2.13,tex,tex,SAME
signchart-1.01,tex,tex,SAME
combofont-0.3,tex,tex,SAME
estcpmm-0.4,tex,tex,SAME
tikz-3dplot-25087,tex,tex,SAME
arabi-1.1,tex,tex,SAME
footnoterange-1.1b,tex,tex,SAME
principia-3.2,tex,tex,SAME
graphics-def-70970,tex,tex,SAME
beamertheme-detlevcm-1.02,tex,tex,SAME
cyrillic-bin-62517,tex,tex,SAME
pst-vectorian-0.41,tex,tex,SAME
metago-0.9,tex,tex,SAME
refcount-3.6,tex,tex,SAME
unifront-1.0,tex,tex,SAME
skdoc-1.5e,tex,tex,SAME
penlightplus-74020,tex,tex,SAME
datax-1.2.0,tex,tex,SAME
multicolrule-1.3a,tex,tex,SAME
thesis-qom-0.5,tex,tex,SAME
bxjaprnind-0.4a,tex,tex,SAME
gentombow-64333,tex,tex,SAME
pdfcolfoot-1.4,tex,tex,SAME
eledmac-1.24.12,tex,tex,SAME
examplep-0.04,tex,tex,SAME
ushort-2.2,tex,tex,SAME
cachepic-1.0,tex,tex,SAME
grfext-1.3,tex,tex,SAME
arcs-1,tex,tex,SAME
texfot-1.53,tex,tex,SAME
brandeis-problemset-0.5.5,tex,tex,SAME
pst-contourplot-0.6,tex,tex,SAME
inputtrc-0.3,tex,tex,SAME
mathspic-1.13,tex,tex,SAME
babel-macedonian-39587,tex,tex,SAME
storebox-1.3a,tex,tex,SAME
babel-breton-1.0h,tex,tex,SAME
chessfss-1.2a,tex,tex,SAME
tableof-1.4d,tex,tex,SAME
pst-math-0.67,tex,tex,SAME
soup-1.0.2,tex,tex,SAME
scrhack-3.42,tex,tex,SAME
nidanfloat-48295,tex,tex,SAME
bonum-otf-0.01,tex,tex,SAME
juramisc-0.91,tex,tex,SAME
bxdvidriver-0.2a,tex,tex,SAME
babel-russian-1.3m,tex,tex,SAME
forarray-1.01,tex,tex,SAME
kanbun-1.2,tex,tex,SAME
edmac-3.17,tex,tex,SAME
movie15-26473,tex,tex,SAME
pfdicons-1.0a,tex,tex,SAME
modroman-1,tex,tex,SAME
pst-eucl-1.77,tex,tex,SAME
brandeis-thesis-3.3,tex,tex,SAME
lua-uni-algos-0.4.1,tex,tex,SAME
xlop-0.28,tex,tex,SAME
wallpaper-1.10,tex,tex,SAME
mathlig-1.0,tex,tex,SAME
varwidth-0.92,tex,tex,SAME
twemojis-1.3.1_twemoji_v14.0.1,tex,tex,SAME
droid-3.2,tex,tex,SAME
datatool-english-1.0,tex,tex,SAME
latex-make-2.4.3,tex,tex,SAME
vertbars-1.0c,tex,tex,SAME
jsonparse-1.2.1,tex,tex,SAME
bibleref-1.25,tex,tex,SAME
minimalist-70302,tex,tex,SAME
multienv-1.0,tex,tex,SAME
step-2.0.5,tex,tex,SAME
tokenizer-1.1.0,tex,tex,SAME
manfnt-font-45777,tex,tex,SAME
monofill-0.2,tex,tex,SAME
listing-1.2,tex,tex,SAME
biblatex-unified-1.20,tex,tex,SAME
biblatex-accursius-1.0,tex,tex,SAME
autopuncitems-63045,tex,tex,SAME
babel-georgian-2.2,tex,tex,SAME
dinat-2.5,tex,tex,SAME
chemstyle-2.0m,tex,tex,SAME
calcage-0.90,tex,tex,SAME
callouts-box-1.0,tex,tex,SAME
tabto-generic-15878,tex,tex,SAME
gtl-0.6,tex,tex,SAME
abstyles-15878,tex,tex,SAME
timing-diagrams-31491,tex,tex,SAME
xmpincl-2.4,tex,tex,SAME
newspaper-1.0,tex,tex,SAME
stricttex-0.2beta,tex,tex,SAME
nddiss-3.2017.2,tex,tex,SAME
prooftrees-0.9,tex,tex,SAME
epcqrcode-1.1,tex,tex,SAME
recycle-15878,tex,tex,SAME
tikzcalendarnotes-1.0,tex,tex,SAME
cns-4.2.0,tex,tex,SAME
clrscode-1.7,tex,tex,SAME
luaaddplot-1.0a,tex,tex,SAME
ascelike-2.3,tex,tex,SAME
book-of-common-prayer-1.1.0,tex,tex,SAME
leading-0.3,tex,tex,SAME
cprotectinside-0.0.0,tex,tex,SAME
oscola-1.7,tex,tex,SAME
swfigure-0.9.20,tex,tex,SAME
denisbdoc-0.9.5,tex,tex,SAME
bibtexperllibs-1.91,tex,tex,SAME
beamertheme-metropolis-1.2,tex,tex,SAME
kpfonts-otf-0.66,tex,tex,SAME
bboldx-1.032,tex,tex,SAME
biblatex-science-1.2,tex,tex,SAME
chemcompounds-15878,tex,tex,SAME
authorarchive-1.3.0,tex,tex,SAME
econometrics-1.0,tex,tex,SAME
bibtopic-1.1a,tex,tex,SAME
needspace-1.3d,tex,tex,SAME
shadowtext-0.3,tex,tex,SAME
ucdavisthesis-1.3,tex,tex,SAME
frpseudocode-0.3.0,tex,tex,SAME
scrwfile-0.1.99,tex,tex,SAME
initials-54080,tex,tex,SAME
curve2e-2.6.0,tex,tex,SAME
creationboites-0.1.1,tex,tex,SAME
jnuexam-2024F,tex,tex,SAME
nicefilelist-0.9b,tex,tex,SAME
e-french-6.11,tex,tex,SAME
fontspec-2.9e,tex,tex,SAME
hebdomon-0.1,tex,tex,SAME
unizgklasa-1.0,tex,tex,SAME
biblatex-phys-1.1c,tex,tex,SAME
beamerthemenirma-0.1,tex,tex,SAME
comicneue-1.2,tex,tex,SAME
fontinst-1.933,tex,tex,SAME
unamthesis-2.1,tex,tex,SAME
runtexshebang-0.5,tex,tex,SAME
recipecard-2.0,tex,tex,SAME
kotex-utils-2.1.0,tex,tex,SAME
algxpar-0.99.2,tex,tex,SAME
esvect-1.3,tex,tex,SAME
chngcntr-1.1a,tex,tex,SAME
embrac-0.9a,tex,tex,SAME
thesis-ekf-4.5,tex,tex,SAME
fnspe-1.2a,tex,tex,SAME
multirow-2.9,tex,tex,SAME
zapfding-61719,tex,tex,SAME
gitlog-0.0.beta,tex,tex,SAME
recipe-0.9,tex,tex,SAME
addlines-0.3,tex,tex,SAME
chemgreek-1.1a,tex,tex,SAME
lazylist-1.0a,tex,tex,SAME
adfathesis-2.42,tex,tex,SAME
pst-ob3d-0.22,tex,tex,SAME
easyreview-1.0,tex,tex,SAME
scholax-1.033,tex,tex,SAME
zx-calculus-2.3,tex,tex,SAME
hustthesis-2.0.0,tex,tex,SAME
yagusylo-1.2,tex,tex,SAME
fbs-15878,tex,tex,SAME
bitpattern-39073,tex,tex,SAME
mathdots-0.9,tex,tex,SAME
pdftexcmds-0.33,tex,tex,SAME
passivetex-69742,tex,tex,SAME
infwarerr-1.5,tex,tex,SAME
newunicodechar-1.2,tex,tex,SAME
ucthesis-3.2,tex,tex,SAME
pagesel-1.10,tex,tex,SAME
utf8add-61074,tex,tex,SAME
mugsthesis-1.1,tex,tex,SAME
clrdblpg-1.0,tex,tex,SAME
mynsfc-1.30,tex,tex,SAME
doctools-0.1,tex,tex,SAME
biblatex-subseries-1.2.0,tex,tex,SAME
newenviron-1.0,tex,tex,SAME
babel-polish-1.3,tex,tex,SAME
yplan-34398,tex,tex,SAME
tpslifonts-0.6,tex,tex,SAME
aaai-named-52470,tex,tex,SAME
piano-1.0,tex,tex,SAME
tikzmarmots-2.2,tex,tex,SAME
jourrr-68556,tex,tex,SAME
typehtml-17134,tex,tex,SAME
kpfonts-3.36,tex,tex,SAME
frimurer-1,tex,tex,SAME
iran-bibtex-0.4.3,tex,tex,SAME
andika-6.101,tex,tex,SAME
simples-matrices-1.0.1,tex,tex,SAME
chet-2.2,tex,tex,SAME
expressg-1.5,tex,tex,SAME
sugconf-58752,tex,tex,SAME
grafcet-1.3.5,tex,tex,SAME
eqname-20678,tex,tex,SAME
resmes-1.0,tex,tex,SAME
recorder-fingering-1.4,tex,tex,SAME
plates-0.1,tex,tex,SAME
variations-0.3,tex,tex,SAME
dotlessi-1.1,tex,tex,SAME
autobreak-0.3,tex,tex,SAME
ptlatexcommands-0.1,tex,tex,SAME
przechlewski-book-23552,tex,tex,SAME
appendixnumberbeamer-1.2,tex,tex,SAME
york-thesis-3.6,tex,tex,SAME
fancylabel-1.1,tex,tex,SAME
xkeymask-1.0,tex,tex,SAME
newfile-1.0c,tex,tex,SAME
emo-0.4,tex,tex,SAME
fntproof-20638,tex,tex,SAME
poetrytex-3.0.1,tex,tex,SAME
asciilist-2.2b,tex,tex,SAME
kdpcover-0.6.1,tex,tex,SAME
saveenv-0.0.1,tex,tex,SAME
cmsrb-4.0,tex,tex,SAME
precattl-0.0.0,tex,tex,SAME
runcode-2.4,tex,tex,SAME
njurepo-1.1.2,tex,tex,SAME
pax-63509,tex,tex,SAME
cidarticle-1.1,tex,tex,SAME
hitszthesis-3.2.1,tex,tex,SAME
quoting-0.1c,tex,tex,SAME
chemarrow-0.9,tex,tex,SAME
progressbar-1.0b-4,tex,tex,SAME
pracjourn-0.4n,tex,tex,SAME
aramaic-serto-1.0,tex,tex,SAME
dynblocks-0.2b,tex,tex,SAME
chemformula-4.17,tex,tex,SAME
babel-czech-3.1a,tex,tex,SAME
texlogos-1.3.1,tex,tex,SAME
tilings-2.0,tex,tex,SAME
catcodes-r0.2,tex,tex,SAME
commutative-diagrams-1.1.2,tex,tex,SAME
xoptarg-1.0,tex,tex,SAME
filecontents-1.5a,tex,tex,SAME
bussproofs-extra-0.4,tex,tex,SAME
vgrid-0.1,tex,tex,SAME
chess-problem-diagrams-1.22,tex,tex,SAME
bashful-0.93,tex,tex,SAME
datetime2-norsk-1.1,tex,tex,SAME
studenthandouts-1.0,tex,tex,SAME
carbohydrates-0.1,tex,tex,SAME
randomlist-1.3,tex,tex,SAME
palette-1.1.0,tex,tex,SAME
warpcol-1.0c,tex,tex,SAME
statex-1.6,tex,tex,SAME
datetime2-swedish-1.0,tex,tex,SAME
skull-0.1,tex,tex,SAME
insbox-2.2,tex,tex,SAME
fourier-2.4,tex,tex,SAME
einfart-70313,tex,tex,SAME
answers-2.16,tex,tex,SAME
fpl-1.003,tex,tex,SAME
pxchfon-2.2,tex,tex,SAME
ptex-fonts-64330,tex,tex,SAME
biblatex-realauthor-2.7.1a,tex,tex,SAME
qcm-2.1,tex,tex,SAME
typed-checklist-2.1,tex,tex,SAME
susy-19440,tex,tex,SAME
fouriernc-29646,tex,tex,SAME
epspdfconversion-0.61,tex,tex,SAME
coloring-0.2,tex,tex,SAME
wordcloud-0.2,tex,tex,SAME
spverbatim-1.0,tex,tex,SAME
pstricks-add-3.94,tex,tex,SAME
tikz-opm-0.1.1,tex,tex,SAME
crop-1.10.2,tex,tex,SAME
anima-1.1,tex,tex,SAME
codesection-0.1,tex,tex,SAME
pdfcolmk-2.0,tex,tex,SAME
newtx-1.756,tex,tex,SAME
ae-1.4,tex,tex,SAME
expltools-74292,tex,tex,SAME
polynomial-1.0,tex,tex,SAME
skak-1.5.3,tex,tex,SAME
keyparse-1.1,tex,tex,SAME
duerer-latex-1.1,tex,tex,SAME
textcsc-1.2.0,tex,tex,SAME
opcit-1.1,tex,tex,SAME
debate-0.2.1,tex,tex,SAME
japanese-otf-68492,tex,tex,SAME
jmb-1.21,tex,tex,SAME
noitcrul-0.2,tex,tex,SAME
glossaries-irish-1.0,tex,tex,SAME
iffont-1.0.0,tex,tex,SAME
kdgdocs-1.0,tex,tex,SAME
vmargin-2.5,tex,tex,SAME
amstex-2.01,tex,tex,SAME
eledform-1.1a,tex,tex,SAME
chappg-2.1b,tex,tex,SAME
librecaslon-64432,tex,tex,SAME
advice-1.1.1,tex,tex,SAME
udiss-0.1,tex,tex,SAME
context-typescripts-60422,tex,tex,SAME
fcolumn-1.4.2,tex,tex,SAME
stdpage-0.6,tex,tex,SAME
yazd-thesis-0.3,tex,tex,SAME
chkfloat-0.1,tex,tex,SAME
simpleoptics-1.1.1,tex,tex,SAME
issuulinks-1.1,tex,tex,SAME
crossrefenum-1.1,tex,tex,SAME
exam-2.704,tex,tex,SAME
beamerthemeamurmaple-1.3,tex,tex,SAME
dnp-54074,tex,tex,SAME
nwafuthesis-1.25,tex,tex,SAME
codicefiscaleitaliano-1.2,tex,tex,SAME
nnext-0.0,tex,tex,SAME
stdclsdv-1.1a,tex,tex,SAME
algorithms-0.1,tex,tex,SAME
europasscv-56829,tex,tex,SAME
options-1.0,tex,tex,SAME
bmstu-iu8-1.6,tex,tex,SAME
grant-0.0.5,tex,tex,SAME
eqparbox-4.1,tex,tex,SAME
linop-0.1,tex,tex,SAME
makebox-0.1,tex,tex,SAME
llncsconf-1.2.0,tex,tex,SAME
dhua-0.11,tex,tex,SAME
pdfannotations-3.1,tex,tex,SAME
missaali-2.0,tex,tex,SAME
piechartmp-0.3.0,tex,tex,SAME
metrix-1.5,tex,tex,SAME
envbig-15878,tex,tex,SAME
modiagram-0.3a,tex,tex,SAME
annotate-52824,tex,tex,SAME
tdsfrmath-1.3,tex,tex,SAME
seuthesis-2.1.2,tex,tex,SAME
mflua-62774,tex,tex,SAME
pst-plot-1.94,tex,tex,SAME
ifptex-2.2c,tex,tex,SAME
moreverb-2.3a,tex,tex,SAME
fascicules-1,tex,tex,SAME
dot2texi-3.0,tex,tex,SAME
enverb-1.1,tex,tex,SAME
floatflt-1.31,tex,tex,SAME
pdfwin-68667,tex,tex,SAME
dratex-15878,tex,tex,SAME
theoremref-54512,tex,tex,SAME
harveyballs-1.1,tex,tex,SAME
exteps-0.41,tex,tex,SAME
ncctools-3.5.3,tex,tex,SAME
rulerbox-1.01,tex,tex,SAME
pdfmarginpar-0.92,tex,tex,SAME
sseq-2.01,tex,tex,SAME
datetime2-slovak-1.1,tex,tex,SAME
persian-bib-0.9,tex,tex,SAME
bibtools-67386,tex,tex,SAME
accessibility-2.0.3,tex,tex,SAME
sitem-1.0,tex,tex,SAME
greenpoint-15878,tex,tex,SAME
beamertheme-simpledarkblue-1.1,tex,tex,SAME
aesupp-1,tex,tex,SAME
pst-geo-0.09,tex,tex,SAME
sphdthesis-1.0,tex,tex,SAME
coloredtheorem-1.1.1,tex,tex,SAME
tangocolors-0.3,tex,tex,SAME
tufte-latex-3.5.2,tex,tex,SAME
euler-2.5,tex,tex,SAME
langsci-avm-0.3.0,tex,tex,SAME
hep-paper-2.3,tex,tex,SAME
linearregression-73123,tex,tex,SAME
seminar-1.63a,tex,tex,SAME
kinematikz-1.0,tex,tex,SAME
orkhun-15878,tex,tex,SAME
docutils-56594,tex,tex,SAME
annotate-equations-0.2.2,tex,tex,SAME
csvsimple-2.7.0,tex,tex,SAME
amsmath-2024-11-01a,tex,tex,SAME
cmpj-3.03,tex,tex,SAME
sauerj-15878,tex,tex,SAME
jfmutil-1.3.3,tex,tex,SAME
technics-1.0,tex,tex,SAME
mpcolornames-0.20,tex,tex,SAME
abspos-0.1,tex,tex,SAME
homework-72441,tex,tex,SAME
pst-gr3d-1.34,tex,tex,SAME
mwcls-0.75,tex,tex,SAME
thuthesis-7.5.2,tex,tex,SAME
egameps-1.1,tex,tex,SAME
har2nat-1.0,tex,tex,SAME
worksheet-1.1,tex,tex,SAME
moloch-0.6.0,tex,tex,SAME
hyphenat-2.3c,tex,tex,SAME
rec-thy-4.0,tex,tex,SAME
jurabib-0.6,tex,tex,SAME
pst-dbicons-0.16,tex,tex,SAME
seqsplit-0.1,tex,tex,SAME
messagepassing-1.2,tex,tex,SAME
chivo-2.2,tex,tex,SAME
mindflow-65236,tex,tex,SAME
lps-0.7,tex,tex,SAME
dprogress-0.1,tex,tex,SAME
unicode-math-0.8r,tex,tex,SAME
quantikz-1.0.1,tex,tex,SAME
mitthesis-1.19,tex,tex,SAME
profcollege-0.99-A-j,tex,tex,SAME
bidi-25.2.2,tex,tex,SAME
beilstein-2.1,tex,tex,SAME
elements-0.4,tex,tex,SAME
randintlist-0.1.3,tex,tex,SAME
nar-3.19,tex,tex,SAME
accanthis-64844,tex,tex,SAME
komacv-1.1.2,tex,tex,SAME
gmverse-0.73,tex,tex,SAME
hep-math-1.3,tex,tex,SAME
rit-fonts-0.9,tex,tex,SAME
scrambledenvs-1.1.0,tex,tex,SAME
coop-writing-1.2.4,tex,tex,SAME
schola-otf-0.01,tex,tex,SAME
biblatex-bath-6.0,tex,tex,SAME
latexbangla-0.2,tex,tex,SAME
beamertheme-saintpetersburg-45877,tex,tex,SAME
starray-1.9b,tex,tex,SAME
l3build-74232,tex,tex,SAME
etex-70440,tex,tex,SAME
shapepar-2.2,tex,tex,SAME
titling-2.1d,tex,tex,SAME
hepunits-2.0.0,tex,tex,SAME
hep-acronym-1.3,tex,tex,SAME
carlisle-59577,tex,tex,SAME
lgreek-21818,tex,tex,SAME
axessibility-3.0,tex,tex,SAME
standalone-1.5a,tex,tex,SAME
windycity-67011,tex,tex,SAME
lcyw-1.1,tex,tex,SAME
navydocs-1.1,tex,tex,SAME
luatruthtable-1.3,tex,tex,SAME
datetime2-galician-1.0,tex,tex,SAME
expkv-bundle-73212,tex,tex,SAME
ptex-base-64072,tex,tex,SAME
overlays-2.12,tex,tex,SAME
tikz-among-us-1.2.0,tex,tex,SAME
doulossil-0.1,tex,tex,SAME
typeoutfileinfo-0.32,tex,tex,SAME
xtuthesis-1.0,tex,tex,SAME
context-mathsets-47085,tex,tex,SAME
postage-1.0,tex,tex,SAME
grundgesetze-1.03,tex,tex,SAME
scientific-thesis-cover-4.0.2,tex,tex,SAME
vruler-2.3,tex,tex,SAME
uri-2.0b,tex,tex,SAME
newlfm-9.4,tex,tex,SAME
eijkhout-15878,tex,tex,SAME
calligra-15878,tex,tex,SAME
gitstatus-1.1,tex,tex,SAME
bardiag-0.4a,tex,tex,SAME
anysize-15878,tex,tex,SAME
showlabels-1.9.2,tex,tex,SAME
epsf-dvipdfmx-2014,tex,tex,SAME
string-diagrams-0.2.1,tex,tex,SAME
spreadtab-0.6,tex,tex,SAME
hyplain-1.0,tex,tex,SAME
qcircuit-2.6.0,tex,tex,SAME
cmdtrack-28910,tex,tex,SAME
margbib-1.0c,tex,tex,SAME
se2thesis-4.4.0,tex,tex,SAME
typogrid-0.21,tex,tex,SAME
cellspace-1.9.0,tex,tex,SAME
proof-at-the-end-69602,tex,tex,SAME
beamerdarkthemes-0.5.1,tex,tex,SAME
mptrees-24.04,tex,tex,SAME
pst-fun-0.04,tex,tex,SAME
phfquotetext-1.0,tex,tex,SAME
savetrees-2.4,tex,tex,SAME
tikzpagenodes-1.1,tex,tex,SAME
tocdata-2.07,tex,tex,SAME
inconsolata-nerd-font-0.5,tex,tex,SAME
tzplot-2.1,tex,tex,SAME
tkz-fct-1.7c,tex,tex,SAME
ghab-0.5,tex,tex,SAME
pfarrei-r37,tex,tex,SAME
bclogo-3.15,tex,tex,SAME
shadow-20312,tex,tex,SAME
jlabels-24858,tex,tex,SAME
hep-math-font-1.3,tex,tex,SAME
ghsystem-4.8c,tex,tex,SAME
t2-47870,tex,tex,SAME
garamond-math-61481,tex,tex,SAME
lroundrect-1.0,tex,tex,SAME
fixcmex-1.1,tex,tex,SAME
bigints-29803,tex,tex,SAME
clefval-0.1,tex,tex,SAME
europecv-69661,tex,tex,SAME
type1cm-21820,tex,tex,SAME
yax-1.03,tex,tex,SAME
biblatex-arthistory-bonn-1.2,tex,tex,SAME
logicproof-33254,tex,tex,SAME
handout-1.6.0,tex,tex,SAME
commath-0.3,tex,tex,SAME
finbib-15878,tex,tex,SAME
rorlink-1.1.0,tex,tex,SAME
colorsep-13293,tex,tex,SAME
whatsnote-3.0B,tex,tex,SAME
mleftright-1.2,tex,tex,SAME
fixjfm-0.8,tex,tex,SAME
phfcc-2.0,tex,tex,SAME
serbian-date-lat-23446,tex,tex,SAME
nstc-proposal-1.0,tex,tex,SAME
lm-2.005,tex,tex,SAME
tikz-optics-0.2.3,tex,tex,SAME
xduts-6.2.5.0,tex,tex,SAME
cm-mf-extra-bold-54512,tex,tex,SAME
braille-20655,tex,tex,SAME
counttexruns-1.00a,tex,tex,SAME
bondgraph-1.0,tex,tex,SAME
mercatormap-1.2.0,tex,tex,SAME
association-matrix-1.1,tex,tex,SAME
gfssolomos-1.0,tex,tex,SAME
eolang-0.18.2,tex,tex,SAME
steinmetz-1.0,tex,tex,SAME
petiteannonce-1.0001,tex,tex,SAME
colortbl-1.0i,tex,tex,SAME
urlbst-0.9.1,tex,tex,SAME
tabbing-59715,tex,tex,SAME
montex-IVu.04.092,tex,tex,SAME
hyper-4.2d,tex,tex,SAME
continue-0.2,tex,tex,SAME
dutchcal-1.0,tex,tex,SAME
jacow-2.7,tex,tex,SAME
cjk-4.8.5,tex,tex,SAME
